ec5_uuid,condition,date,msm,group,is_all_occasions,trial,phase,first_day,block_ID,Ind1,behaviour,partner,notes,playing,aggression,agg_morn1,play_morn1,agg_morn2,play_morn2,agg_enrich,play_enrich,agg_extra,play_extra
b3f0c857-dfdb-438e-9741-a0ec88087513,Crow,2025-05-04,860,2,True,6,enrich,True,enrich_2_trial6_first_cont,NR,PL,LN,,1,0,0,0,0,0,0,1,0,0
5535abe4-1b81-4110-b794-648c87d66f9f,Crow,2025-05-04,864,2,True,6,enrich,True,enrich_2_trial6_first_cont,NH,PL,NR,,1,0,0,0,0,0,0,1,0,0
5535abe4-1b81-4110-b794-648c87d66f9f,Crow,2025-05-04,864,2,True,6,enrich,True,enrich_2_trial6_first_cont,NR,PL,NH,,1,0,0,0,0,0,0,1,0,0
9769d5f1-5b35-4775-a0f9-940939268bfc,Crow,2025-05-04,867,2,True,6,enrich,True,enrich_2_trial6_first_cont,NH,PL,NR,,1,0,0,0,0,0,0,1,0,0
9769d5f1-5b35-4775-a0f9-940939268bfc,Crow,2025-05-04,867,2,True,6,enrich,True,enrich_2_trial6_first_cont,NR,PL,NH,,1,0,0,0,0,0,0,1,0,0
f5fdc5a1-1499-4128-a155-cff1d8a18017,Crow,2025-05-19,616,2,True,7,morn1,True,morn1_2_trial7_first_cont,MN,DS,,,0,1,1,0,0,0,0,0,0,0
84b6eb6b-8259-40cc-a8b7-41ef420b46f9,Crow,2025-05-19,618,2,True,7,morn1,True,morn1_2_trial7_first_cont,MN,DS,,,0,1,1,0,0,0,0,0,0,0
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,Crow,2025-05-19,620,2,True,7,morn1,True,morn1_2_trial7_first_cont,NH,DS,,Towards cage c,0,1,1,0,0,0,0,0,0,0
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,Crow,2025-05-19,620,2,True,7,morn1,True,morn1_2_trial7_first_cont,MN,DS,,Display towards cage c and then runs away,0,1,1,0,0,0,0,0,0,0
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb,Crow,2025-05-20,690,2,True,7,morn2,False,morn2_2_trial7_sec_cont,NH,RS,,,0,0,0,0,0,0,0,0,0,0
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb,Crow,2025-05-20,690,2,True,7,morn2,False,morn2_2_trial7_sec_cont,MN,DS,,Towards cage c,0,1,0,0,1,0,0,0,0,0
fa1173c5-fdae-4a79-a07b-615427603b70,Playback,2025-05-30,866,2,True,7,enrich,True,enrich_2_trial7_first_play,NR,PL,,,1,0,0,0,0,0,0,1,0,0
fa1173c5-fdae-4a79-a07b-615427603b70,Playback,2025-05-30,866,2,True,7,enrich,True,enrich_2_trial7_first_play,MN,PL,,Minato Norio play,1,0,0,0,0,0,0,1,0,0
f341e77c-c1ff-4de0-90fa-2723120e335b,Playback,2025-05-30,869,2,True,7,enrich,True,enrich_2_trial7_first_play,NR,PL,,,1,0,0,0,0,0,0,1,0,0
f341e77c-c1ff-4de0-90fa-2723120e335b,Playback,2025-05-30,869,2,True,7,enrich,True,enrich_2_trial7_first_play,MN,PL,,Minato Norio play,1,0,0,0,0,0,0,1,0,0
e7aa0734-8663-41c9-aed0-b5cba8f4cfbe,Playback,2025-05-31,588,2,True,7,morn1,False,morn1_2_trial7_sec_play,NR,PL,,,1,0,0,1,0,0,0,0,0,0
e7aa0734-8663-41c9-aed0-b5cba8f4cfbe,Playback,2025-05-31,588,2,True,7,morn1,False,morn1_2_trial7_sec_play,MN,PL,,Norio Minato play,1,0,0,1,0,0,0,0,0,0
d233dd38-e546-4d3f-a7a5-5ed500477ba0,Playback,2025-05-31,846,2,True,7,enrich,False,enrich_2_trial7_sec_play,NR,PL,,,1,0,0,0,0,0,0,1,0,0
d233dd38-e546-4d3f-a7a5-5ed500477ba0,Playback,2025-05-31,846,2,True,7,enrich,False,enrich_2_trial7_sec_play,MN,PL,,Minato Naoya played,1,0,0,0,0,0,0,1,0,0
d97395a8-f967-45bf-ad22-6c3f2b76f04a,Playback,2025-05-31,859,2,True,7,enrich,False,enrich_2_trial7_sec_play,NR,PL,,,1,0,0,0,0,0,0,1,0,0
d97395a8-f967-45bf-ad22-6c3f2b76f04a,Playback,2025-05-31,859,2,True,7,enrich,False,enrich_2_trial7_sec_play,MN,PL,,Norio Minato play,1,0,0,0,0,0,0,1,0,0
a2b04628-495d-4a6d-aa06-afbedb5b9bea,Crow,2025-04-16,579,3,True,4,morn1,True,morn1_3_trial4_first_cont,MN,DS,,Towards cage c,0,1,1,0,0,0,0,0,0,0
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,Crow,2025-04-16,583,3,True,4,morn1,True,morn1_3_trial4_first_cont,NH,DS,,,0,1,1,0,0,0,0,0,0,0
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,Crow,2025-04-16,583,3,True,4,morn1,True,morn1_3_trial4_first_cont,NH,DS,,,0,1,1,0,0,0,0,0,0,0
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,Crow,2025-04-16,583,3,True,4,morn1,True,morn1_3_trial4_first_cont,MN,DS,,Displayed pan hoot,0,1,1,0,0,0,0,0,0,0
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,Crow,2025-04-16,653,3,True,4,morn2,True,morn2_3_trial4_first_cont,NH,AG,"MN, NY",,0,1,0,0,1,0,0,0,0,0
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,Crow,2025-04-16,653,3,True,4,morn2,True,morn2_3_trial4_first_cont,MN,AG,"NH, NY",Ag towards ny,0,1,0,0,1,0,0,0,0,0
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,Crow,2025-04-16,653,3,True,4,morn2,True,morn2_3_trial4_first_cont,NY,AG,"NH, MN",,0,1,0,0,1,0,0,0,0,0
1c807d5f-f6ee-4f99-8262-7093058d0410,Crow,2025-04-16,656,3,True,4,morn2,True,morn2_3_trial4_first_cont,MS,DS,,All for of them displayed toward cage c,0,1,0,0,1,0,0,0,0,0
1c807d5f-f6ee-4f99-8262-7093058d0410,Crow,2025-04-16,656,3,True,4,morn2,True,morn2_3_trial4_first_cont,NH,DS,,,0,1,0,0,1,0,0,0,0,0
1c807d5f-f6ee-4f99-8262-7093058d0410,Crow,2025-04-16,656,3,True,4,morn2,True,morn2_3_trial4_first_cont,MN,DS,,,0,1,0,0,1,0,0,0,0,0
1c807d5f-f6ee-4f99-8262-7093058d0410,Crow,2025-04-16,656,3,True,4,morn2,True,morn2_3_trial4_first_cont,NY,DS,,,0,1,0,0,1,0,0,0,0,0
96b5bc45-609a-4e46-942d-899748f2e30b,Crow,2025-04-16,657,3,True,4,morn2,True,morn2_3_trial4_first_cont,MS,DS,,,0,1,0,0,1,0,0,0,0,0
96b5bc45-609a-4e46-942d-899748f2e30b,Crow,2025-04-16,657,3,True,4,morn2,True,morn2_3_trial4_first_cont,NH,DS,,,0,1,0,0,1,0,0,0,0,0
96b5bc45-609a-4e46-942d-899748f2e30b,Crow,2025-04-16,657,3,True,4,morn2,True,morn2_3_trial4_first_cont,MN,DS,,,0,1,0,0,1,0,0,0,0,0
96b5bc45-609a-4e46-942d-899748f2e30b,Crow,2025-04-16,657,3,True,4,morn2,True,morn2_3_trial4_first_cont,NY,DS,,All of them displayed toward cage c,0,1,0,0,1,0,0,0,0,0
f01b9606-a535-4c4a-834f-f7659f6475b8,Crow,2025-04-17,881,3,True,4,enrich,False,enrich_3_trial4_sec_cont,MS,PL,NY,,1,0,0,0,0,0,0,1,0,0
f01b9606-a535-4c4a-834f-f7659f6475b8,Crow,2025-04-17,881,3,True,4,enrich,False,enrich_3_trial4_sec_cont,NY,PL,MS,,1,0,0,0,0,0,0,1,0,0
1633cc6d-7444-45df-bae9-a1296ff55643,Crow,2025-04-30,608,3,True,5,morn1,True,morn1_3_trial5_first_cont,MN,AG,,Ag towards cage c,0,1,1,0,0,0,0,0,0,0
1633cc6d-7444-45df-bae9-a1296ff55643,Crow,2025-04-30,608,3,True,5,morn1,True,morn1_3_trial5_first_cont,MN,DS,,Ag towards cage c,0,1,1,0,0,0,0,0,0,0
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,Crow,2025-04-30,620,3,True,5,morn1,True,morn1_3_trial5_first_cont,MS,PL,NY,,1,0,0,1,0,0,0,0,0,0
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,Crow,2025-04-30,620,3,True,5,morn1,True,morn1_3_trial5_first_cont,NY,PL,MS,,1,0,0,1,0,0,0,0,0,0
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,Crow,2025-04-30,622,3,True,5,morn1,True,morn1_3_trial5_first_cont,MS,PL,NY,,1,0,0,1,0,0,0,0,0,0
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,Crow,2025-04-30,622,3,True,5,morn1,True,morn1_3_trial5_first_cont,NY,PL,MS,,1,0,0,1,0,0,0,0,0,0
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,Crow,2025-04-30,624,3,True,5,morn1,True,morn1_3_trial5_first_cont,MS,PL,NY,,1,0,0,1,0,0,0,0,0,0
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,Crow,2025-04-30,624,3,True,5,morn1,True,morn1_3_trial5_first_cont,NY,PL,MS,,1,0,0,1,0,0,0,0,0,0
14b4f314-6807-4296-a002-f7864aa0cdb3,Crow,2025-04-30,798,3,True,5,enrich,True,enrich_3_trial5_first_cont,NY,AG,MS,Towards MS,0,1,0,0,0,0,1,0,0,0
e49d37a8-6aad-444a-a0d9-ed75f9aaad62,Crow,2025-04-30,806,3,True,5,enrich,True,enrich_3_trial5_first_cont,MN,AG,,Towards cage c,0,1,0,0,0,0,1,0,0,0
1a889edf-4872-4e2e-9289-4627e9e5145c,Crow,2025-04-30,838,3,True,5,enrich,True,enrich_3_trial5_first_cont,MS,AG,,AG TOWARDS NY,0,1,0,0,0,0,1,0,0,0
ef6cfab1-3700-4470-82dc-f7b09cada5bf,Crow,2025-05-01,611,3,True,5,morn1,False,morn1_3_trial5_sec_cont,MN,AG,,Towards cage c,0,1,1,0,0,0,0,0,0,0
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,Crow,2025-05-01,613,3,True,5,morn1,False,morn1_3_trial5_sec_cont,NH,DS,,Towards cage c,0,1,1,0,0,0,0,0,0,0
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,Crow,2025-05-01,613,3,True,5,morn1,False,morn1_3_trial5_sec_cont,MN,DS,,Towards cage c,0,1,1,0,0,0,0,0,0,0
77597533-b63b-4103-87b8-57279ab1e9da,Crow,2025-05-01,615,3,True,5,morn1,False,morn1_3_trial5_sec_cont,NH,AG,,Towards cage c,0,1,1,0,0,0,0,0,0,0
77f63139-8051-4f35-b7f8-2a4c6685c15d,Crow,2025-05-01,663,3,True,5,morn2,False,morn2_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,1,0,0,0,0
77f63139-8051-4f35-b7f8-2a4c6685c15d,Crow,2025-05-01,663,3,True,5,morn2,False,morn2_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,1,0,0,0,0
1a21849d-25b2-4991-acbc-5cdb128e8799,Crow,2025-05-01,665,3,True,5,morn2,False,morn2_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,1,0,0,0,0
1a21849d-25b2-4991-acbc-5cdb128e8799,Crow,2025-05-01,665,3,True,5,morn2,False,morn2_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,1,0,0,0,0
47002f4d-a318-43c5-a2a9-282be2496a20,Crow,2025-05-01,667,3,True,5,morn2,False,morn2_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,1,0,0,0,0
47002f4d-a318-43c5-a2a9-282be2496a20,Crow,2025-05-01,667,3,True,5,morn2,False,morn2_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,1,0,0,0,0
116b0769-9c10-4d37-a141-6b15c6eefb8a,Crow,2025-05-01,669,3,True,5,morn2,False,morn2_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,1,0,0,0,0
116b0769-9c10-4d37-a141-6b15c6eefb8a,Crow,2025-05-01,669,3,True,5,morn2,False,morn2_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,1,0,0,0,0
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,Crow,2025-05-01,671,3,True,5,morn2,False,morn2_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,1,0,0,0,0
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,Crow,2025-05-01,671,3,True,5,morn2,False,morn2_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,1,0,0,0,0
5cf73e78-6a0f-45e8-9314-796f62e0078b,Crow,2025-05-01,673,3,True,5,morn2,False,morn2_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,1,0,0,0,0
5cf73e78-6a0f-45e8-9314-796f62e0078b,Crow,2025-05-01,673,3,True,5,morn2,False,morn2_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,1,0,0,0,0
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,Crow,2025-05-01,675,3,True,5,morn2,False,morn2_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,1,0,0,0,0
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,Crow,2025-05-01,675,3,True,5,morn2,False,morn2_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,1,0,0,0,0
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,Crow,2025-05-01,677,3,True,5,morn2,False,morn2_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,1,0,0,0,0
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,Crow,2025-05-01,677,3,True,5,morn2,False,morn2_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,1,0,0,0,0
12a5383b-eacc-477c-895f-b31373242f98,Crow,2025-05-01,817,3,True,5,enrich,False,enrich_3_trial5_sec_cont,MS,PL,NY,,1,0,0,0,0,0,0,1,0,0
12a5383b-eacc-477c-895f-b31373242f98,Crow,2025-05-01,817,3,True,5,enrich,False,enrich_3_trial5_sec_cont,NY,PL,MS,,1,0,0,0,0,0,0,1,0,0
4e7dfab7-6087-44f6-aa87-05eb126bb2d9,Playback,2025-05-15,630,3,True,6,morn1,False,morn1_3_trial6_sec_play,MN,DS,,Displayed toward cage a,0,1,1,0,0,0,0,0,0,0
d9b1b2fa-cea3-42e0-9951-c94b94984aca,Playback,2025-05-15,646,3,True,6,morn2,False,morn2_3_trial6_sec_play,NY,AG,,AG towards MS,0,1,0,0,1,0,0,0,0,0
3d03a54d-cec2-4479-8d8e-6bec75deb0eb,Playback,2025-05-15,871,3,True,6,enrich,False,enrich_3_trial6_sec_play,MS,DS,,,0,1,0,0,0,0,1,0,0,0
