ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
ba6eaf61-dea0-488e-8018-b498abc7704f;2025-03-20;1900-01-01 09:55:00;NO;E;;LN, NR;;;RS;;;;;RS;;MT, LN;;;RS;;;;;RS;;NR, MT;;;;595;594.0
529e91b1-eb04-402c-9082-02e8875acfd7;2025-03-20;1900-01-01 09:57:00;NO;E;;NR;LN;;RS;;;TK;;GG;LN;MT;;;RS;;;NY;;GR;NR;;MT;;;597;596.0
7429e955-3be2-4e9f-b940-a521d6399249;2025-03-20;1900-01-01 09:59:00;NO;M;;;;;RS;;;TK;;GG;LN;;;;RS;;;NY;;GR;NR;;;;;599;598.0
9322404c-ebfc-4ad8-818f-2daf9c70ac1f;2025-03-20;1900-01-01 10:01:00;NO;RS;;NY;TK;;RS;;MT;TK;;GG;LN;;;;RS;;;NY, MT;;GR;NR;;;;red;601;600.0
08607c76-8d0b-4bf9-9c5b-3baf6f74305a;2025-03-20;1900-01-01 10:03:00;Yes;RS;;NY;TK;;RS;;MT;TK;;GG;LN;;;;RS;;;NY, MT;;GR;NR;;;;green;603;602.0
664ffb6d-a459-44e2-bee0-72c34bc790cd;2025-03-20;1900-01-01 10:05:00;NO;RS;;NY;TK;;RS;;MT;TK;;RS;;LN;;;RS;;;NY, MT;;RS;;NR;;;red;605;604.0
7b400d94-c45e-453a-b56e-0eeefbaa4e10;2025-03-20;1900-01-01 10:07:00;Yes;RS;;NY;TK;;RS;;MT;TK;;RS;;LN;;;RS;;;NY, MT;;RS;;NR;;;green;607;606.0
7d2835f5-966c-4d34-b6f9-474c9fd2bbbc;2025-03-20;1900-01-01 10:09:00;NO;RS;;NY;TK;;RS;;MT;TK;;GG;LN;;;;RS;;;MT, NY;;GR;NR;;;;;609;608.0
00176f60-ed8f-4461-884d-336d70be65d8;2025-03-20;1900-01-01 10:11:00;NO;RS;;NY;TK;;RS;;MT;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;;611;610.0
4705f2eb-7a54-4df1-89a0-63a7d942d96a;2025-03-20;1900-01-01 10:13:00;NO;RS;;NY;TK;;M;;MT;TK;;RS;;LN;;;RS;;;NY, MT;;RS;;NR;;;;613;612.0
bd78ec36-2659-43d0-9690-5557041076ec;2025-03-20;1900-01-01 10:15:00;NO;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;red;615;614.0
efca0032-24ba-49c5-87a5-e06195fc2973;2025-03-20;1900-01-01 10:17:00;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green;617;616.0
db87ee5c-c092-4906-8ee7-724506ca3406;2025-03-20;1900-01-01 10:19:00;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green;619;618.0
d7976238-c96f-4e10-a447-93297fe80e5b;2025-03-20;1900-01-01 10:21:00;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green;621;620.0
0e0a54bd-71cd-4ac6-8cf3-92a0e35356f1;2025-03-20;1900-01-01 10:23:00;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green;623;622.0
46e79226-d992-405e-ad14-1e1b9d226b1c;2025-03-20;1900-01-01 10:25:00;Yes;GG;NY;;TK;;GR;MT;;TK;;RS;;LN;;;RS;;;MT, NY;;RS;;NR;;;green;625;624.0
57093a29-2ebe-40d8-b8ff-6e91e21bfc22;2025-03-20;1900-01-01 10:27:00;NO;GG;NY;;TK;;GR;MT;TK;;;RL;;;;;RS;;NY;MT;;RS;;;;;red;627;626.0
def29e88-cecf-411d-af4b-550efd1dfdb0;2025-03-20;1900-01-01 10:29:00;Yes;GG;NY;;TK;;GR;MT;TK;;;RL;;;;;RS;;NY;MT;;RS;;;;;green;629;628.0
6332c330-b665-48f6-b390-ad2d68d8b603;2025-03-20;1900-01-01 10:31:00;NO;M;;TK, NY;;;M;;MT;TK;;RL;;;;;RS;;MT;NY;;RS;;;;;;631;630.0
573b63d8-5a1e-43e6-be40-9ab00ee90630;2025-03-20;1900-01-01 10:33:00;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;RS;;;;;;633;
54f8c6b1-880d-4b12-86d3-9d56cefd9723;2025-03-20;1900-01-01 10:35:00;NO;E;;NR, LN;;;RS;;;TK;;RS;;MT, LN;;;RS;;;NY;;RS;;NR, MT;;;;635;
da56edf6-77ac-4d69-ba4a-9c3fe950c6fd;2025-03-20;1900-01-01 10:37:00;NO;RS;;NR, LN;;;RS;;;TK;;RS;;LN, MT;;;RS;;;NY;;RS;;MT, NR;;;;637;
6979bc6f-3062-43d4-add8-37f7fee1081d;2025-03-20;1900-01-01 10:39:00;NO;RS;;NR, LN;;;M;;;TK;;RS;;LN, MT;;;RS;;;NY;;RS;;MT, NR;;;;639;
88ae4815-5f8f-4030-a118-fdbe96cb3bc5;2025-03-20;1900-01-01 10:41:00;NO;RS;;NR, LN;;;RS;;;;;RL;;MT, LN;;;RS;;;;;RS;;MT, NR;;;;641;
d562407f-5f27-4d58-a066-e995c5cef1fb;2025-03-20;1900-01-01 10:43:00;NO;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;red;643;
8f5abc08-cc60-48ed-a96c-3f5d308bcdd1;2025-03-20;1900-01-01 10:45:00;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green;645;645.0
8214c6e1-605c-4c95-880f-4b35023519b3;2025-03-20;1900-01-01 10:47:00;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green;647;647.0
42b48cea-a964-4722-ba2d-9ed51c2e95ae;2025-03-20;1900-01-01 10:49:00;NO;GG;NR;LN;;;RS;;;;;GR;MT;LN;;;RL;;;;;RS;;MT, NR;;;red;649;649.0
3581b5a1-883c-47ed-8abc-5f064362a6ac;2025-03-20;1900-01-01 10:51:00;Yes;GG;NR;LN;;;RS;;;;;GR;MT;LN;;;RL;;;;;RS;;MT, NR;;;green;651;651.0
ce21b01e-f4c6-450b-a435-7c8ecb7ae48b;2025-03-20;1900-01-01 10:53:00;Yes;GG;NR;LN;;;RS;;;;;GR;MT;LN;;;RL;;;;;RS;;MT, NR;;;green;653;653.0
2b66c7df-cb07-4d4f-bca0-1fea8b843ade;2025-03-20;1900-01-01 10:55:00;NO;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;red;655;655.0
1efcac25-a6b2-4430-a44d-341ef0fce1a4;2025-03-20;1900-01-01 10:57:00;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green;657;657.0
d9f73dc9-13ab-401d-8d11-3b1fea55e2ed;2025-03-20;1900-01-01 10:59:00;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green;659;659.0
900fef07-9934-46b5-b0e0-5ed8a51bee00;2025-03-20;1900-01-01 11:01:00;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green;661;661.0
fa004a81-771e-43fe-b01a-89291b1f1c51;2025-03-20;1900-01-01 11:03:00;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green;663;663.0
3255b03b-ca63-4a4f-831f-903250727af9;2025-03-20;1900-01-01 11:05:00;Yes;GM;NR;LN;;;RS;;;;;GM;MT;LN;;;RS;;;;;RS;;MT, NR;;;green;665;665.0
6ec7865d-7397-416e-995a-e1189635e507;2025-03-20;1900-01-01 11:07:00;NO;GM;NR;LN;;;M;;;TK;;GM;MT;LN;;;RS;;;NY;;RS;;MT, NR;;;;667;667.0
05c0ce09-33b9-481f-88f7-f20112d625f6;2025-03-20;1900-01-01 11:09:00;NO;GM;NR;;LN;;RS;;;TK;;GM;MT;;LN;;RS;;;NY;;M;;;MT, NR;;;669;669.0
227cdf44-015b-419e-b829-1cf884580f66;2025-03-20;1900-01-01 11:11:00;NO;GM;NR;;LN;;RS;;;;;GM;MT;;LN;;RS;;;;;RS;;;NR, MT;;red;671;671.0
0e56d25b-c290-4b1e-8354-100a07a9597a;2025-03-20;1900-01-01 11:13:00;Yes;GM;NR;;LN;;RS;;;;;GM;MT;;LN;;RS;;;;;RS;;;NR, MT;;green;673;673.0
65af6e88-f4cb-4b59-bcda-b6c6777160d2;2025-03-20;1900-01-01 11:15:00;NO;M;;NR;LN;;RS;;;;;M;;MT;LN;;RS;;;;;RS;;;MT, NR;;;675;675.0
c861dfef-19b6-47cf-9d9e-c63324733270;2025-03-20;1900-01-01 11:17:00;NO;RS;;;NR;;RS;;;;;RS;;;LN, MT;;RS;;;;;RS;;;NR;;;677;677.0
f9246e9f-660d-4dfd-a4e8-0d787b832e61;2025-03-20;1900-01-01 11:19:00;NO;M;;;NY;;RS;;;MT;;RS;;;LN;;RS;;;;;RS;;;NR;;;679;679.0
18e1ca87-efc7-464f-8857-1f63dcf47581;2025-03-20;1900-01-01 11:21:00;NO;RS;;;NY;;RS;;;MT;;GG;LN;;;;RS;;;;;GR;NR;;;;;681;681.0
77f300e9-a8b1-4e4f-b3be-820dc7e9088e;2025-03-20;1900-01-01 11:23:00;NO;M;;;NY;;M;;;MT;;GG;LN;;;;RS;;;;;GR;NR;;;;;683;683.0
9de61419-c514-4e23-b804-7a7c2c662bbb;2025-03-20;1900-01-01 11:25:00;NO;RS;;LN;NR, NY;;RS;;;LN, MT;;GG;LN;;MT;;RS;;;;;GR;NR;MT;NY;;;685;685.0
8761831c-4f6a-43f4-9b6c-784417725af1;2025-03-20;1900-01-01 11:27:00;NO;GG;LN;NR;NY;;RL;;;LN, MT, NR;;GG;LN;MT;NY;;RS;;;;;GR;MT, NR;;NY;;;687;687.0
ae39df28-79d8-46ee-95b2-1c1aa3680fbd;2025-03-20;1900-01-01 11:29:00;NO;GG;LN;NR;NY;;RS;;;NR, MT, LN;;GG;LN;MT;NY;;M;;;;;GR;NR, MT;;NY;;;689;689.0
287536fb-345c-40a1-be44-6a0e07a311ef;2025-03-20;1900-01-01 11:31:00;NO;GM;TK;NY, LN, NR;;;GG;TK;MT;NR, LN;;GG;LN;;TK, MT, NY;;GM;MT, NY;LN, NR;;;GR;NR;MT, TK;NY;;;691;691.0
2044b0b9-5b89-44b0-8481-1bc1eb171692;2025-03-20;1900-01-01 11:33:00;NO;GM;TK;LN, NR;NY;;RS;;;LN, MT, TK, NR;;GG;LN;MT, TK;NY;;GM;MT;LN, NR;NY;;GR;NR;MT, TK;NY;;;693;693.0
88249e52-1165-4362-be35-4e798bfbcfba;2025-03-20;1900-01-01 11:35:00;NO;GM;TK;LN;NR, NY;;M;;LN;TK, MT;;RL;;MT, LN, TK, NY;;;GM;MT;LN;NY, MT, LN, NR;;RS;;MT, TK, NY;NR;;;695;695.0
fda6c656-a718-4462-9e43-d75253b0f177;2025-03-20;1900-01-01 11:37:00;NO;GM;TK;LN;NY, NR;;GG;NR;;LN, MT, TK;;GR;NY;;TK, LN, MT;;GM;MT;;NY, LN, NR;;RS;;MT;NY, TK, NR;;red;697;697.0
79ed96ae-c4ee-42a9-9199-d1cd48187a46;2025-03-20;1900-01-01 11:39:00;Yes;GM;TK;LN;NY, NR;;GG;NR;;LN, MT, TK;;GR;NY;;TK, LN, MT;;GM;MT;;NY, LN, NR;;RS;;MT;NY, TK, NR;;green;699;699.0
29562507-2bbf-44e3-a85c-9566ed5b4909;2025-03-20;1900-01-01 11:41:00;NO;GM;TK;;NR, LN, NY;;GG;NR;;TK, MT, LN;;GR;NY;;MT, LN, TK;;GM;MT;;NY, LN, NR;;RS;;;NR, MT, TK, NY;;red;701;701.0
29afd6d7-88eb-4978-ac94-598fbabb9824;2025-03-20;1900-01-01 11:43:00;Yes;GM;TK;;NR, LN, NY;;GG;NR;;TK, MT, LN;;GR;NY;;MT, LN, TK;;GM;MT;;NY, LN, NR;;RS;;;NR, MT, TK, NY;;green;703;703.0
36ff539f-d8f3-48da-8b17-281907f3ca17;2025-03-20;1900-01-01 11:45:00;Yes;GM;TK;;NR, LN, NY;;GG;NR;;TK, MT, LN;;GR;NY;;MT, LN, TK;;GM;MT;;NY, LN, NR;;RS;;;NR, MT, TK, NY;;green;705;705.0
18410444-8159-4460-a64f-724841cbd686;2025-03-20;1900-01-01 13:20:00;NO;E;;;NR, NY;;E;;;TK, LN, MT;;E;;;MT;;E;;;LN, NY;;RS;;;TK, NY;;;800;799.0
41f58bff-3d3a-4ba4-a758-bde1c340fe70;2025-03-20;1900-01-01 13:22:00;NO;E;;;NR;;RS;;;TK, LN;;E;;;MT;;SD;;LN;NY;;RS;;TK;NY;;;802;801.0
0eeaf59d-d04c-4a29-a245-5360bb6faadc;2025-03-20;1900-01-01 13:24:00;NO;E;;;NR;;RS;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;;804;803.0
1454e2bb-9f65-4868-9f85-54e3adfc0a16;2025-03-20;1900-01-01 13:26:00;NO;E;;;NR;;E;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;red;806;805.0
d34727fd-2e94-4836-85c7-9dcfa0cd8aab;2025-03-20;1900-01-01 13:28:00;Yes;E;;;NR;;E;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;green;808;807.0
c3fbffdc-8d1f-4b30-b6df-0e80dcb54f8f;2025-03-20;1900-01-01 13:30:00;Yes;E;;;NR;;E;;;TK, LN;;E;;;MT;;RS;;LN;NY;;RS;;TK;NY;;green;810;809.0
b9e3836d-1879-4f9e-b4d7-f370eff1ed19;2025-03-20;1900-01-01 13:32:00;NO;E;;;NR, NY;;E;;;MT, NR;;E;;;MT, NY;;RS;;LN;;;RS;;TK;;;;812;811.0
e29c6733-fa86-4634-8cd5-7382474fd056;2025-03-20;1900-01-01 13:34:00;NO;M;;;;;E;;NR;;;E;;NY;;;RS;;LN;;;RS;;TK;;;red;814;813.0
cdb70534-727b-4e94-99e1-831233de9715;2025-03-20;1900-01-01 13:36:00;Yes;M;;;;;E;;NR;;;E;;NY;;;RS;;LN;;;RS;;TK;;;green;816;815.0
da8d8559-18a7-41ec-a2a4-3a58ede37dd7;2025-03-20;1900-01-01 13:38:00;NO;RS;;NY;;;RS;;MT;;;E;;;;;RS;;LN;;;RS;;TK;;;;818;817.0
04d144e6-9718-4960-b387-b16101f24911;2025-03-20;1900-01-01 13:40:00;NO;E;;;NR, NY;;E;;NR;MT;;E;;NY;MT;;RS;;LN;;;RS;;TK;;;;820;819.0
c4704a6a-1b72-412d-a49a-221cc13780f9;2025-03-20;1900-01-01 13:42:00;NO;E;;;NR;;RS;;;NR;;E;;;MT;;RS;;LN;;;RS;;TK;;;;822;821.0
0a2b012b-3d20-4e59-9f49-5fdb4aafc361;2025-03-20;1900-01-01 13:44:00;NO;M;;;;;M;;;;;E;;;;;RS;;LN;;;RS;;TK;;;;824;823.0
5967551d-51c1-4471-b3b8-30c7612f2ce1;2025-03-20;1900-01-01 13:46:00;NO;E;;;NY;;RS;;;MT;;E;;;;;RS;;LN;;;RS;;TK;;;;826;825.0
786a44ff-a72d-4f48-b866-ba682ffb9409;2025-03-20;1900-01-01 13:48:00;NO;M;;;NY;;RS;;;MT;;E;;;;;RS;;LN;;;RS;;TK;;;;828;827.0
7f838951-8243-42de-963c-54acbf51e972;2025-03-20;1900-01-01 13:50:00;NO;RS;;NY;TK;;RS;;TK, MT;;;E;;;;;RS;;NY;MT;;RS;;;;;;830;829.0
2f530d44-87c1-46cd-894c-abad46c5deeb;2025-03-20;1900-01-01 13:52:00;NO;E;;NR;;;RS;;;;;E;;MT;;;RS;;LN;;;RS;;TK;;;red;832;831.0
b2b3b5cb-5778-4dd5-8fb0-688ffbe90d3a;2025-03-20;1900-01-01 13:54:00;Yes;E;;NR;;;RS;;;;;E;;MT;;;RS;;LN;;;RS;;TK;;;green;834;833.0
dd3a5a87-7f49-400a-8187-11ffea1018ff;2025-03-20;1900-01-01 13:56:00;Yes;E;;NR;;;RS;;;;;E;;MT;;;RS;;LN;;;RS;;TK;;;green;836;835.0
cf412625-51e4-4f07-8ebf-bc0a5278321e;2025-03-20;1900-01-01 13:58:00;NO;RS;;NR;;;RS;;;;;E;;MT;;;RS;;LN;;;RS;;TK;;;;838;837.0
c6130552-e7be-4b5e-bdb7-7343af3e844d;2025-03-20;1900-01-01 14:00:00;NO;RS;;;NR;;RS;;;;;M;;;MT;;RS;;LN;;;RS;;TK;;;;840;839.0
42ff74bb-7366-406f-938d-cb0870efd1c3;2025-03-20;1900-01-01 14:02:00;NO;RS;;;;;RS;;;;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;;842;841.0
000e75f5-2208-4353-9c92-ae4cbe434ba8;2025-03-20;1900-01-01 14:04:00;NO;PL;;NR;;Walking in circles;RS;;;LN, TK;;PL;;MT;;Following MT;RS;;LN;NY;;RS;;TK;NY;;;844;843.0
3ca155e2-29b6-444b-be95-ca86c6dd298b;2025-03-20;1900-01-01 14:06:00;NO;PL;;NR;;;RS;;;;;PL;;MT;;;RS;;LN;;;RS;;TK;;;;846;845.0
693c61e0-eb61-41c3-8b23-c840a405ce09;2025-03-20;1900-01-01 14:08:00;NO;RS;;;NR;;RS;;;;;RS;;;MT;;RS;;LN;;;RS;;TK;;;;848;847.0
b027a861-4156-41f0-bc8f-109fc676f9f9;2025-03-20;1900-01-01 14:10:00;NO;M;;;NR, NY;;M;;;MT;;M;;;MT;;RS;;LN;;;RS;;TK;;;;850;849.0
051851d5-528e-4834-bab7-fae9dd066c62;2025-03-20;1900-01-01 14:12:00;NO;M;;NR;;;M;;;;;M;;MT;;;RS;;LN;;;RS;;TK;;;;852;851.0
36fcb0f2-adca-42b6-947e-7e7ddbd9d10c;2025-03-20;1900-01-01 14:14:00;NO;E;;;;;M;;;;;RS;;LN, TK;;;RS;;LN, NR;;;RS;;TK, NR;;;;854;853.0
be2a4726-ef71-47de-b600-5af5e913b96c;2025-03-20;1900-01-01 14:16:00;NO;M;;;;;RS;;;;;RS;;LN;TK;;RS;;LN;NR;;RS;;NR, TK;;;;856;855.0
91d30454-3ddf-4a60-9bc1-9fe5d826c8bb;2025-03-20;1900-01-01 14:18:00;NO;RS;;LN;TK, NR;;RS;;;NR;;RL;;TK, LN;MT;;RS;;NR, LN;MT, NY;;RS;;;TK, MT, NR;;red;858;857.0
25ca7f43-045b-49e3-a66e-481788d32567;2025-03-20;1900-01-01 14:20:00;Yes;RS;;LN;TK, NR;;RS;;;NR;;RL;;TK, LN;MT;;RS;;NR, LN;MT, NY;;RS;;;TK, MT, NR;;green;860;859.0
ef9a7801-5038-47f6-96e4-067c2f5146aa;2025-03-20;1900-01-01 14:22:00;Yes;RS;;LN;TK, NR;;RS;;;NR;;RL;;TK, LN;MT;;RS;;NR, LN;MT, NY;;RS;;;TK, MT, NR;;green;862;861.0
fceb3be5-2587-4cae-ae38-f78c834ecd59;2025-03-20;1900-01-01 14:24:00;NO;M;;;NY;;M;;;MT;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;;864;863.0
8e20d0e7-7da1-4630-950e-4ae9792f20ad;2025-03-20;1900-01-01 14:26:00;NO;M;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;;866;865.0
3dd1a899-6f08-40c7-8414-c42b155a2cef;2025-03-20;1900-01-01 14:28:00;NO;RS;;;;;M;;;NR;;M;;;NY;;RS;;;;;RS;;;;;;868;867.0
5590e948-1e04-4621-adeb-d6b4017384bf;2025-03-20;1900-01-01 14:30:00;NO;RS;;;;;RS;;;;;M;;TK;LN;;M;;NR;LN;;RS;;;TK, NR;;;870;869.0
10e0555e-4733-4d6e-9a1b-d36697e74633;2025-03-20;1900-01-01 14:32:00;NO;RS;;;;;RS;;;;;GR;TK;LN;;;GG;NR;LN;;;RS;;TK, NR;;;;872;871.0
da896695-194a-420c-94c6-4a3f1313e5ff;2025-03-20;1900-01-01 14:34:00;NO;RS;;;;;M;;;;;GM;TK;LN;;;GM;NR;LN;;;RS;;TK, NR;;;;874;873.0
cbf85405-ae2d-4944-895d-aa3cce0692f0;2025-03-20;1900-01-01 14:36:00;NO;RS;;;;;RS;;;LN, TK, NR;;RS;;LN, TK;NY;;RS;;LN, NR;NY;;RS;;TK, NR;NY;;red;876;875.0
0675c86d-c88d-4256-a46f-927db669f624;2025-03-20;1900-01-01 14:38:00;Yes;RS;;;;;RS;;;LN, TK, NR;;RS;;LN, TK;NY;;RS;;LN, NR;NY;;RS;;TK, NR;NY;;green;878;877.0
18eb4b65-0407-4201-8930-e2a2d410a57d;2025-03-20;1900-01-01 14:40:00;Yes;RS;;;;;RS;;;LN, TK, NR;;RS;;LN, TK;NY;;RS;;LN, NR;NY;;RS;;TK, NR;NY;;green;880;879.0
c19fe8bc-d5c1-4f81-9cf4-a02a7c9a1a66;2025-03-20;1900-01-01 14:42:00;NO;RS;;;;;RS;;;;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;red;882;881.0
650e22be-3854-47be-9491-95d57755ec4e;2025-03-20;1900-01-01 14:44:00;Yes;RS;;;;;RS;;;;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;green;884;883.0
86b3f2ad-4255-4019-a048-51fc1624c2e8;2025-03-20;1900-01-01 14:46:00;Yes;RS;;;;;RS;;;;;RS;;TK, LN;;;RS;;LN, NR;;;RS;;TK, NR;;;green;886;885.0
